sample_name	ASV_1	ASV_10	ASV_1000	ASV_1001	ASV_1006	ASV_1007	ASV_1008	ASV_1009	ASV_101	ASV_1010	ASV_1011	ASV_1012	ASV_1017	ASV_102	ASV_1022	ASV_1023	ASV_1024	ASV_1025	ASV_1026	ASV_1027	ASV_1028	ASV_1033	ASV_1034	ASV_1035	ASV_1037	ASV_1039	ASV_1040	ASV_1045	ASV_1046	ASV_1047	ASV_1051	ASV_1053	ASV_1054	ASV_1058	ASV_1059	ASV_106	ASV_1061	ASV_1062	ASV_1063	ASV_1065	ASV_1075	ASV_1078	ASV_1079	ASV_1080	ASV_1082	ASV_1084	ASV_1087	ASV_1088	ASV_1089	ASV_109	ASV_1091	ASV_1095	ASV_1096	ASV_1099	ASV_11	ASV_1100	ASV_1103	ASV_1104	ASV_1105	ASV_1107	ASV_1108	ASV_111	ASV_1111	ASV_1113	ASV_1117	ASV_1121	ASV_1122	ASV_1123	ASV_1124	ASV_1125	ASV_1126	ASV_1127	ASV_1128	ASV_1131	ASV_1132	ASV_1135	ASV_1137	ASV_1140	ASV_1144	ASV_1145	ASV_1146	ASV_1148	ASV_1150	ASV_1151	ASV_1152	ASV_1156	ASV_1157	ASV_1158	ASV_1159	ASV_116	ASV_1160	ASV_1163	ASV_1164	ASV_1170	ASV_1171	ASV_1172	ASV_1173	ASV_1176	ASV_1177	ASV_1184	ASV_1185	ASV_1186	ASV_1187	ASV_1188	ASV_119	ASV_1190	ASV_1191	ASV_1192	ASV_1193	ASV_1194	ASV_1195	ASV_1196	ASV_1198	ASV_12	ASV_1204	ASV_1206	ASV_1208	ASV_121	ASV_1210	ASV_1213	ASV_1214	ASV_1216	ASV_1217	ASV_1218	ASV_1219	ASV_1221	ASV_1222	ASV_1223	ASV_1227	ASV_1229	ASV_1231	ASV_1236	ASV_1240	ASV_1241	ASV_1246	ASV_1248	ASV_125	ASV_1250	ASV_1251	ASV_1252	ASV_1253	ASV_1254	ASV_1255	ASV_1256	ASV_1257	ASV_1258	ASV_1259	ASV_126	ASV_1262	ASV_1263	ASV_1264	ASV_1265	ASV_1269	ASV_1277	ASV_1279	ASV_1280	ASV_1281	ASV_1282	ASV_1283	ASV_1284	ASV_1285	ASV_1286	ASV_1287	ASV_1288	ASV_1289	ASV_129	ASV_1290	ASV_1291	ASV_1293	ASV_1295	ASV_130	ASV_1307	ASV_131	ASV_1311	ASV_1317	ASV_1319	ASV_1320	ASV_1324	ASV_1326	ASV_1327	ASV_1328	ASV_1329	ASV_1330	ASV_1331	ASV_1332	ASV_1334	ASV_1335	ASV_1339	ASV_134	ASV_1345	ASV_1346	ASV_1347	ASV_1351	ASV_1353	ASV_1356	ASV_1357	ASV_1358	ASV_136	ASV_1361	ASV_1367	ASV_1368	ASV_1369	ASV_1370	ASV_1371	ASV_1372	ASV_1373	ASV_1374	ASV_1375	ASV_1376	ASV_1377	ASV_1380	ASV_1382	ASV_1384	ASV_1385	ASV_1387	ASV_1388	ASV_1389	ASV_1394	ASV_1400	ASV_1416	ASV_1418	ASV_1419	ASV_1420	ASV_1421	ASV_1423	ASV_1424	ASV_1425	ASV_1427	ASV_1428	ASV_1429	ASV_143	ASV_1431	ASV_1434	ASV_1436	ASV_1437	ASV_1438	ASV_144	ASV_1440	ASV_1451	ASV_1452	ASV_1454	ASV_1455	ASV_1459	ASV_1465	ASV_1466	ASV_1467	ASV_147	ASV_1471	ASV_1474	ASV_1475	ASV_1476	ASV_1477	ASV_1478	ASV_1479	ASV_1480	ASV_1481	ASV_1486	ASV_1487	ASV_1490	ASV_1494	ASV_15	ASV_151	ASV_1516	ASV_1521	ASV_1523	ASV_1524	ASV_1525	ASV_155	ASV_158	ASV_16	ASV_160	ASV_165	ASV_167	ASV_168	ASV_170	ASV_172	ASV_174	ASV_176	ASV_178	ASV_18	ASV_181	ASV_184	ASV_188	ASV_19	ASV_190	ASV_193	ASV_199	ASV_2	ASV_20	ASV_203	ASV_206	ASV_209	ASV_21	ASV_211	ASV_213	ASV_215	ASV_216	ASV_217	ASV_222	ASV_224	ASV_225	ASV_228	ASV_229	ASV_23	ASV_232	ASV_237	ASV_239	ASV_240	ASV_242	ASV_245	ASV_249	ASV_25	ASV_250	ASV_252	ASV_254	ASV_258	ASV_26	ASV_269	ASV_274	ASV_275	ASV_276	ASV_277	ASV_279	ASV_282	ASV_285	ASV_286	ASV_287	ASV_289	ASV_291	ASV_292	ASV_295	ASV_296	ASV_297	ASV_3	ASV_30	ASV_300	ASV_303	ASV_31	ASV_310	ASV_313	ASV_318	ASV_319	ASV_321	ASV_323	ASV_328	ASV_329	ASV_330	ASV_334	ASV_338	ASV_340	ASV_341	ASV_342	ASV_343	ASV_348	ASV_350	ASV_351	ASV_353	ASV_354	ASV_359	ASV_36	ASV_360	ASV_363	ASV_369	ASV_37	ASV_370	ASV_373	ASV_374	ASV_375	ASV_376	ASV_378	ASV_38	ASV_380	ASV_384	ASV_389	ASV_390	ASV_391	ASV_393	ASV_394	ASV_395	ASV_396	ASV_397	ASV_399	ASV_4	ASV_401	ASV_402	ASV_405	ASV_407	ASV_408	ASV_415	ASV_416	ASV_421	ASV_422	ASV_423	ASV_427	ASV_432	ASV_433	ASV_436	ASV_437	ASV_444	ASV_445	ASV_447	ASV_449	ASV_45	ASV_450	ASV_454	ASV_455	ASV_459	ASV_46	ASV_461	ASV_462	ASV_464	ASV_465	ASV_466	ASV_476	ASV_478	ASV_480	ASV_481	ASV_482	ASV_484	ASV_485	ASV_486	ASV_487	ASV_488	ASV_489	ASV_49	ASV_491	ASV_494	ASV_497	ASV_498	ASV_499	ASV_5	ASV_501	ASV_502	ASV_507	ASV_508	ASV_51	ASV_511	ASV_512	ASV_515	ASV_516	ASV_519	ASV_526	ASV_528	ASV_529	ASV_530	ASV_532	ASV_533	ASV_535	ASV_536	ASV_537	ASV_538	ASV_539	ASV_54	ASV_540	ASV_543	ASV_546	ASV_548	ASV_55	ASV_551	ASV_553	ASV_557	ASV_558	ASV_559	ASV_56	ASV_561	ASV_562	ASV_564	ASV_567	ASV_569	ASV_573	ASV_575	ASV_581	ASV_586	ASV_587	ASV_588	ASV_59	ASV_6	ASV_602	ASV_603	ASV_604	ASV_608	ASV_612	ASV_613	ASV_616	ASV_617	ASV_62	ASV_623	ASV_629	ASV_63	ASV_632	ASV_642	ASV_648	ASV_650	ASV_652	ASV_653	ASV_655	ASV_659	ASV_660	ASV_661	ASV_662	ASV_666	ASV_667	ASV_668	ASV_669	ASV_671	ASV_672	ASV_679	ASV_686	ASV_69	ASV_692	ASV_698	ASV_7	ASV_701	ASV_702	ASV_703	ASV_704	ASV_705	ASV_707	ASV_708	ASV_713	ASV_714	ASV_715	ASV_716	ASV_717	ASV_718	ASV_721	ASV_722	ASV_726	ASV_727	ASV_728	ASV_729	ASV_730	ASV_731	ASV_733	ASV_734	ASV_737	ASV_738	ASV_74	ASV_741	ASV_744	ASV_749	ASV_75	ASV_754	ASV_755	ASV_758	ASV_759	ASV_761	ASV_763	ASV_765	ASV_768	ASV_769	ASV_771	ASV_774	ASV_775	ASV_776	ASV_777	ASV_779	ASV_780	ASV_784	ASV_788	ASV_789	ASV_79	ASV_790	ASV_797	ASV_799	ASV_8	ASV_803	ASV_804	ASV_805	ASV_807	ASV_81	ASV_812	ASV_813	ASV_814	ASV_818	ASV_820	ASV_821	ASV_825	ASV_826	ASV_828	ASV_83	ASV_830	ASV_832	ASV_833	ASV_834	ASV_835	ASV_837	ASV_840	ASV_843	ASV_846	ASV_848	ASV_849	ASV_851	ASV_852	ASV_853	ASV_856	ASV_857	ASV_858	ASV_859	ASV_86	ASV_861	ASV_862	ASV_867	ASV_868	ASV_869	ASV_875	ASV_878	ASV_879	ASV_882	ASV_885	ASV_887	ASV_892	ASV_893	ASV_894	ASV_897	ASV_898	ASV_9	ASV_90	ASV_900	ASV_901	ASV_902	ASV_903	ASV_904	ASV_914	ASV_915	ASV_916	ASV_917	ASV_921	ASV_922	ASV_923	ASV_925	ASV_926	ASV_927	ASV_928	ASV_929	ASV_930	ASV_933	ASV_939	ASV_94	ASV_940	ASV_941	ASV_942	ASV_943	ASV_947	ASV_948	ASV_949	ASV_950	ASV_952	ASV_954	ASV_957	ASV_96	ASV_960	ASV_964	ASV_965	ASV_966	ASV_969	ASV_971	ASV_972	ASV_974	ASV_976	ASV_978	ASV_979	ASV_980	ASV_981	ASV_982	ASV_983	ASV_985	ASV_987	ASV_990	ASV_991	ASV_992	ASV_994	ASV_998
Algae1-1	7096	4665	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	30	123	559	0	0	0	46	652	0	140	0	0	1638	0	0	583	1578	0	0	0	143	0	0	422	0	1557	0	0	0	170	0	0	0	104	65	0	3779	0	0	0	0	0	83	0	1383	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	2240	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	784	0	0	2	0	5	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	196	0	0	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algae1-2	39644	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	125	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	19	33	0	0	68	0	0	1637	0	0	0	1699	0	470	0	192	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	3099	0	0	0	0	0	23	0	437	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	6081	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	88	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	309	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	16	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algae1-5	15712	4340	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	134	0	0	0	0	801	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	93	0	599	0	46	0	282	144	29	19	0	0	3876	0	0	0	2634	0	0	0	1017	0	0	0	0	2214	50	0	319	0	0	0	0	9	0	0	8453	0	0	0	124	0	0	0	1732	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1006	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	30	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	55	0	0	928	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1381	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	256	0	0	35	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	439	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algae1-6	7527	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	2464	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9128	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	356	0	41	0	16	0	0	9	0	0	1133	0	0	0	757	0	0	0	1012	389	0	0	0	504	0	0	62	8	0	0	0	0	0	0	1010	0	0	0	0	0	52	0	359	0	186	37	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	153	0	0	0	43	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	17931	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	426	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	637	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	43	0	0	0	0	0	0	0	898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Algae2-2	80469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	412	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algae2-5	15163	1839	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	771	0	0	0	0	0	0	78	0	0	3039	0	0	0	2054	0	0	0	2644	0	0	0	0	1269	0	0	0	16	0	0	0	12	0	0	6362	0	0	0	322	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	144	0	0	0	0	0	0	0	0	0	11	0	0	66	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	617	0	0	0	0	166	0	0	0	0	0	0	8681	0	0	0	219	101	247	0	0	0	0	0	0	207	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	24	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	819	0	0	51	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	542	15	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algae2-6	18514	4969	19	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	9	14	14	259	0	0	0	0	334	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1856	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	985	0	0	0	265	0	0	56	0	0	2310	0	0	58	1456	0	0	0	766	0	0	0	0	1232	0	0	0	0	0	0	0	28	0	0	3838	0	0	0	67	0	196	0	2184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	118	78	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	36	0	0	8	0	0	606	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	521	0	0	0	0	79	0	0	0	0	0	0	67	0	0	0	0	0	0	0	4351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	83	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	516	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	29	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	307	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
