sample_name	ASV_1	ASV_1000	ASV_1001	ASV_101	ASV_102	ASV_1039	ASV_1058	ASV_106	ASV_1080	ASV_1087	ASV_1091	ASV_11	ASV_111	ASV_1117	ASV_1135	ASV_1140	ASV_1144	ASV_1156	ASV_116	ASV_1164	ASV_1177	ASV_1184	ASV_119	ASV_1194	ASV_12	ASV_1204	ASV_1206	ASV_1208	ASV_121	ASV_1231	ASV_1241	ASV_1246	ASV_1281	ASV_1291	ASV_1317	ASV_1319	ASV_134	ASV_1353	ASV_1358	ASV_1361	ASV_1436	ASV_1438	ASV_144	ASV_1440	ASV_147	ASV_15	ASV_155	ASV_158	ASV_167	ASV_168	ASV_174	ASV_181	ASV_184	ASV_188	ASV_2	ASV_20	ASV_206	ASV_215	ASV_217	ASV_225	ASV_250	ASV_252	ASV_254	ASV_26	ASV_275	ASV_279	ASV_287	ASV_295	ASV_3	ASV_340	ASV_354	ASV_359	ASV_360	ASV_384	ASV_396	ASV_4	ASV_407	ASV_408	ASV_432	ASV_433	ASV_437	ASV_447	ASV_45	ASV_459	ASV_461	ASV_476	ASV_478	ASV_485	ASV_487	ASV_491	ASV_494	ASV_5	ASV_502	ASV_508	ASV_529	ASV_530	ASV_535	ASV_540	ASV_56	ASV_6	ASV_603	ASV_612	ASV_63	ASV_642	ASV_669	ASV_7	ASV_705	ASV_708	ASV_729	ASV_738	ASV_74	ASV_768	ASV_784	ASV_8	ASV_830	ASV_834	ASV_840	ASV_852	ASV_869	ASV_875	ASV_887	ASV_894	ASV_898	ASV_9	ASV_904	ASV_916	ASV_957	ASV_960	ASV_971	ASV_974	ASV_979	ASV_998
Amphisorus2-31	29291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphisorus2-3	0	0	0	0	0	0	0	0	0	0	0	10204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	403	0	0	5784	0	244	215	0	0	0	0	0	0	160	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	177	0	11190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphisorus2-4	30350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphisorus2-5	55438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amphisorus2-6	0	0	0	0	0	0	0	0	0	0	0	17904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	124	0	0	2214	0	105	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	20526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediment1-5	15792	0	0	0	60	0	0	0	0	0	0	0	71	0	0	0	0	0	43	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	42	0	0	0	0	30	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	14	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Sediment1-6	691	0	0	0	50	0	0	46	0	0	0	0	190	0	0	0	0	0	81	0	0	0	0	0	4365	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	39	54	16	161	51	0	0	0	370	0	0	392	0	0	0	0	0	24	59	0	0	0	73	0	147	0	0	0	0	3513	0	0	0	0	0	0	70	0	0	0	0	0	24	0	34	32	0	0	0	0	39	0	0	0	0	0	46	0	0	0	0	0	0	0	155	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	14	0	0	0	0	0
Sediment1-7	2071	0	0	0	0	0	0	0	0	0	0	52	87	0	0	0	0	0	55	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	170	0	0	104	0	28	0	0	0	0	194	0	0	0	0	5	0	0	86	0	25	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	21	0	0	0	0	0	14	0	53	163	0	0	0	0	0	0	45	0	0	0	9	0	0	0	0	24	0	0	197	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediment1-8	1181	0	0	284	178	0	0	0	0	0	0	0	251	0	0	0	12	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	125	0	0	0	0	0	0	28	0	0	0	0	0	0	0	119	0	33	0	0	0	0	0	31	0	0	0	107	0	0	0	21	30	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	275	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediment2-4	1157	0	0	0	0	0	0	13	0	0	14	0	618	0	0	0	0	0	109	0	0	0	0	0	785	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	4	0	0	0	199	0	0	168	0	0	0	0	0	0	0	0	0	0	0	16	0	0	240	0	0	0	0	0	0	0	11	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0	174	0	0	0	21	0	0	0	0	0	0	0	185	0	0	0	12	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0
Sediment2-5	11641	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	96	41	0	0	0	0	0	368	32	0	4	0	0	0	0	52	9	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	76	0	0	0	0	0	0	0	61	0	0	0	85	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediment2-6	4033	0	0	0	0	0	0	21	0	0	0	0	46	0	0	0	0	0	25	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	39	0	0	4	0	0	0	0	126	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	6	0	0	56	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Sediment2-9	2184	0	0	0	90	0	0	43	0	0	0	862	40	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	52	0	0	28	0	0	13	0	0	0	145	0	0	4	0	0	0	0	0	0	211	0	0	0	0	0	58	0	0	0	0	705	0	14	0	0	0	0	54	0	0	0	0	0	7	0	20	784	0	0	0	0	0	0	500	0	0	0	16	0	0	0	0	0	32	0	128	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water1-1	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	0	0	0	0	0	0	18	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	0	285	0	0	0	0	8	0	0	0	0	219	0	0	0	0	0	0	0	0
Water1-2	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water1-3	758	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water1-4	985	0	0	0	19	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
Water2-5	1674	0	0	0	111	0	0	80	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	81	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	1541	0	17	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	46	0	0	0	0	0	64	0	0	42	0	0	0	0	10	24	0	0	0	0	0	0	306	0	0	0	284	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water2-6	949	0	0	0	129	0	0	49	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	46	0	883	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water2-7	1420	0	0	0	384	0	0	56	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	10	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	20	0	442	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0	26	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	532	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water2-8	882	0	0	0	94	0	0	176	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	53	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	56	59	0	0	0	2708	0	0	0	0	0	0	0	19	0	0	0	0	0	792	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	145	0	0	0	0	0	0	313	0	0	0	950	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Tridacna1	33820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna2	11358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37815	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna3	15847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27731	0	0	0	0	0	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna4	21195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17712	0	0	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna5	23488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15743	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna6	3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36947	0	0	0	0	0	12850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna7	3715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna8	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28489	0	0	0	0	0	27342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tridacna9	31056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	5345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
