sample_name	A6	A3	A3g	5624_A	5592_A	5591_A	A1	A6d	5599_A	5605_A	A5a	5595_A	5601_A	A13i	5625_A	5598_A	A4at	5603_A	A6c	5817_A	A1er	5632_A	5593_A	5634_A	A6h	A3v	5626_A	5630_A	5627_A	5596_A	5609_A	A3bt	A3by	6052_A	A3ai	A3bb	5669_A	5597_A	5594_A	A1.2/A1kv	5670_A	A3bs	A3ar	5765_A	5838_A	A3bf	5819_A	5771_A	5602_A	5746_A	5633_A	A3s	A2h	5818_A	6053_A	5699_A	A6g	A1mj	5628_A	A3bq	5872_A	5697_A	5604_A	5695_A	A3r	5883_A	5696_A	A1di	5759_A	5747_A	5873_A	5730_A	5726_A	5701_A	5910_A	5727_A	A2e	5930_A	5698_A	5911_A	6047_A	5729_A	5876_A	5600_A	5898_A	5839_A	A3aq	6024_A	A2j	A2af	5840_A	6048_A	5728_A	5629_A	5931_A	6043_A	A1nc	6025_A	5900_A	5899_A	5637_A	6049_A	5631_A	A1f	5875_A	5874_A	5912_A	5842_A	5841_A	5767_A	6056_A	5901_A	6026_A	5635_A	94209_A	94208_A	5636_A	5902_A	5945_A	5877_A	13997_A	5903_A	5761_A	5760_A	5700_A	5843_A	5763_A	5762_A	6027_A	5904_A	5766_A	A1in	5768_A	6007_A	5906_A	5905_A	6008_A	5914_A	5913_A	94210_A	94218_A	94211_A	6009_A	5702_A	6010_A	A1m	5769_A	6011_A	24351_A	5982_A	5978_A	A1dh	5979_A	5671_A	5980_A	5981_A	B1	C1	C15	C1b	C1g	C21dp	C1c	C3	C1by	C39	5718_C	C15bn	C3ju	5778_C	C1ai	C21	C41	C1ae	C1w	C72k	C42.2	C1al	C4a	C1ge	C15by	C42a	5779_C	5580_C	5780_C	5781_C	5576_C	5782_C	5577_C	5579_C	5578_C	5772_C	C91o	5610_C	5662_C	5783_C	C15ku	C21ac	C15kv	C15kt	C39ae	C1bh	C92	5689_C	C1jx	5966_C	5614_C	C15en	5582_C	C3ew	C15cr	C3sa	C1br	C50c	C15ai	C15h	C15pm	5961_C	C66	C15cn	C1t	C15dq	C50a	C15ay	C3mg	C1n	C42au	C1cu	C15ks	C31	5916_C	C1cb	C21k	5784_C	C3co	5583_C	5615_C	C1lx	5773_C	5607_C	5690_C	5703_C	5735_C	C91	5785_C	5786_C	5923_C	C15bb	C3pr	5774_C	5922_C	C3v	C15cq	C15rm	C15jl	5962_C	5787_C	5989_C	5777_C	C3db	5649_C	C15e	5995_C	C1bp	5788_C	5920_C	5650_C	5790_C	C15pr	5950_C	5963_C	5997_C	5921_C	5638_C	C3ym	C3ih	C1l	C15he	C15jk	5651_C	5791_C	5640_C	1351_C	C1j	C1x	C15ch	5616_C	5775_C	5789_C	C3mk	5678_C	5639_C	5915_C	C1hq	5878_C	5752_C	6058_C	5581_C	6059_C	6060_C	6061_C	5993_C	C39u	5652_C	5691_C	C1d	6062_C	5964_C	5917_C	5996_C	5967_C	5918_C	5951_C	5653_C	5983_C	C15or	5952_C	5919_C	5879_C	5953_C	C15dt	C15qx	C3fw	5776_C	C15mc	5825_C	C3.14/C3te	5880_C	6063_C	5881_C	C92a	5990_C	C15er	5731_C	6064_C	5965_C	C1kv	5882_C	5988_C	5732_C	5654_C	5968_C	6045_C	C3lk	5733_C	5719_C	5737_C	6036_C	5704_C	C62	C42b	5991_C	5705_C	C1bo	6046_C	5706_C	5707_C	6037_C	5985_C	5984_C	5661_C	C15sa	C1a	5792_C	C3uu	C50f	C1q	5708_C	C15kl	5998_C	6016_C	C15lg	C1lb	5736_C	C3n	5855_C	5954_C	5976_C	C93l	5851_C	C21a	6039_C	C3ve	6017_C	5663_C	5677_C	6035_C	6018_C	6040_C	5608_C	5826_C	5852_C	5887_C	5924_C	6038_C	C1cy	C16c	C3mo	5907_C	5794_C	C39o	C1av	5853_C	C21ef	5955_C	5827_C	5854_C	5949_C	14970_C	5617_C	5956_C	21142_C	5679_C	5795_C	5796_C	5674_C	5957_C	5797_C	5798_C	5958_C	C56	6051_C	5987_C	C66be	5799_C	6050_C	C1my	5642_C	5680_C	5969_C	5970_C	5682_C	5681_C	C1ca	5683_C	5641_C	5686_C	5684_C	5971_C	6030_C	6029_C	6028_C	5973_C	5972_C	C3lu	5685_C	5808_C	5975_C	5974_C	5809_C	C1am	5813_C	5812_C	5811_C	5810_C	6031_C	5814_C	C3nb	6057_C	5753_C	5816_C	5815_C	D1	D4	D1c	D4f	D4c	5585_D	D9	D3b	D1di	D1ke	D2	5606_D	5618_D	5584_D	D1ad	D4l	5664_D	5611_D	5612_D	5692_D	D4ca	D6	D10	D8	5856_D	5666_D	5693_D	D1r	D17p	D1h	5849_D	D17o	D2.2	5959_D	D17c	5619_D	5908_D	D5m	5710_D	5709_D	D5	D17aj	5711_D	D17ai	5933_D	8034_D	5712_D	D17q	5713_D	5714_D	5934_D	5999_D	5935_D	5586_D	6041_D	5665_D	D1fb	5715_D	5620_D	D4bc	D4i	D1b	5936_D	6121_D	6042_D	5716_D	5717_D	5937_D	D4ae	24341_D	6000_D	D4ar	24342_D	F5.1	5621_F	F3w	F5.1a/F5u	5588_F	5643_F	5644_F	5645_F	5688_F	F5.2d	F3.1	5741_F	5844_F	F5.2	F3m	5687_F	F5.2c	F5ab	5647_F	5668_F	5801_F	5694_F	5738_F	5846_F	5845_F	5828_F	6012_F	5800_F	F5x	F5c	5888_F	5646_F	5675_F	5667_F	5803_F	5847_F	5802_F	F5an	5676_F	5648_F	5589_F	5805_F	5806_F	5804_F	5889_F	5807_F	5848_F	5623_F	5857_F	6013_F	5960_F	F3.1a	5721_F	F5.2b	5992_F	5587_F	5622_F	5830_F	5858_F	5859_F	5831_F	5833_F	5739_F	6019_F	5860_F	5829_F	5939_F	5740_F	5862_F	5861_F	F5w	5890_F	6001_F	5742_F	5832_F	5864_F	5863_F	5722_F	5892_F	6020_F	6021_F	5835_F	5834_F	6022_F	5891_F	6023_F	5895_F	5894_F	5893_F	5836_F	5867_F	5866_F	5865_F	5720_F	5938_F	5743_F	5837_F	5896_F	6054_F	5925_F	5869_F	5868_F	5744_F	5758_F	5897_F	5745_F	5590_F	24343_F	5871_F	5870_F	5977_F	6002_F	24344_F	5940_F	9069_F	5941_F	9337_F	24345_F	5926_F	5942_F	5725_F	5724_F	5723_F	24346_F	8612_F	5943_F	5909_F	6055_F	5928_F	5927_F	24347_F	6003_F	5944_F	6004_F	5929_F	6005_F	6006_F	24348_F	24349_F	24350_F	5672_H	H2	94213_H	5946_H	5947_H	5948_H	I4f	5572_I	5734_I	5659_I	5884_I	I2f	5673_I	5748_I	5613_I	5820_I	5821_I	5660_I	5885_I	5850_I	5655_I	5750_I	6014_I	6032_I	5573_I	6015_I	5823_I	5822_I	5749_I	5994_I	5886_I	94216_I	5751_I	5824_I	5986_I	24340_I	6044_I	6033_I	5574_I	5932_I	5575_I	5657_I	5656_I	5658_I	6034_I	5793_I
1	Tridacna2	35464	1543	10557	0	0	0	0	3879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18259	0	1377	0	0	1844	524	0	0	0	0	329	0	0	0	0	0	377	492	622	262	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	253	0	0	0	0	178	0	185	252	0	0	0	0	0	0	0	156	0	0	0	0	0	121	0	0	0	0	185	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Tridacna3	28710	1577	7968	0	0	0	0	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	414	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27923	0	1664	0	0	3301	676	0	0	0	0	588	0	0	0	0	0	514	843	739	504	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	277	0	0	0	0	262	0	215	285	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Tridacna6	26100	5835	15955	0	0	0	0	4859	0	0	0	0	0	0	0	0	0	0	3729	0	0	0	0	0	3646	2757	0	0	0	0	0	461	508	1636	546	448	0	0	0	0	0	371	0	0	0	388	403	0	0	0	0	0	0	0	466	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5197	0	404	65	0	607	112	0	33	0	0	92	0	0	0	0	0	107	190	142	81	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	62	0	0	0	0	62	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	58	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	Tridacna7	0	69734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5537	0	676	0	0	565	90	0	0	0	0	95	0	0	0	0	0	127	144	320	88	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	53	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Tridacna8	26932	33108	10472	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	1322	1563	0	0	0	0	0	737	0	0	0	0	0	604	560	0	0	577	0	0	0	0	0	675	0	0	0	383	377	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	239	225	0	0	0	0	48	0	0	0	0	34	0	17	24	0	0	0	0	12	0	0	0	0	0	0	0	5	0	10	18	55	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	9	0	8	8	8	8	0	6	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	Amphisorus1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57558	0	0	0	0	0	413	12096	0	0	0	3594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Amphisorus1-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81520	0	0	0	0	0	548	17524	0	0	0	4888	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
